# Solar Eclipse Obscuration file for 2017-08-21 19:05:00
grid,lat,lon,obsc
MH95,-14.5,79.0,0.0
MH96,-13.5,79.0,0.0
MH97,-12.5,79.0,0.0
MH98,-11.5,79.0,0.0
MH99,-10.5,79.0,0.0
MI90,-9.5,79.0,0.0
MI91,-8.5,79.0,0.0
MI92,-7.5,79.0,0.0
MI93,-6.5,79.0,0.0
MI94,-5.5,79.0,0.0
MI95,-4.5,79.0,0.0
MI96,-3.5,79.0,0.0
MI97,-2.5,79.0,0.0
MI98,-1.5,79.0,0.0
MI99,-0.5,79.0,0.0
MJ90,0.5,79.0,0.0
MJ91,1.5,79.0,0.0
MJ92,2.5,79.0,0.0
MJ93,3.5,79.0,0.0
MJ94,4.5,79.0,0.0
MJ95,5.5,79.0,0.0
MJ96,6.5,79.0,0.0
MJ97,7.5,79.0,0.0
MJ98,8.5,79.0,0.0
MJ99,9.5,79.0,0.0
MK90,10.5,79.0,0.0
MK91,11.5,79.0,0.0
MK92,12.5,79.0,0.0
MK93,13.5,79.0,0.0
MK94,14.5,79.0,0.0
MK95,15.5,79.0,0.0
MK96,16.5,79.0,0.0
MK97,17.5,79.0,0.0
MK98,18.5,79.0,0.0
MK99,19.5,79.0,0.0
ML90,20.5,79.0,0.0
ML91,21.5,79.0,0.0
ML92,22.5,79.0,0.0
ML93,23.5,79.0,0.0
ML94,24.5,79.0,0.0
ML95,25.5,79.0,0.0
ML96,26.5,79.0,0.0
ML97,27.5,79.0,0.0
ML98,28.5,79.0,0.0
ML99,29.5,79.0,0.0
MM90,30.5,79.0,0.0
MM91,31.5,79.0,0.0
MM92,32.5,79.0,0.0
MM93,33.5,79.0,0.0
MM94,34.5,79.0,0.0
MM95,35.5,79.0,0.0
MM96,36.5,79.0,0.0
MM97,37.5,79.0,0.0
MM98,38.5,79.0,0.0
MM99,39.5,79.0,0.0
MN90,40.5,79.0,0.0
MN91,41.5,79.0,0.0
MN92,42.5,79.0,0.0
MN93,43.5,79.0,0.0
MN94,44.5,79.0,0.0
MN95,45.5,79.0,0.0
MN96,46.5,79.0,0.0
MN97,47.5,79.0,0.0
MN98,48.5,79.0,0.0
MN99,49.5,79.0,0.0
MO90,50.5,79.0,0.0
MO91,51.5,79.0,0.0
MO92,52.5,79.0,0.0
MO93,53.5,79.0,0.0
MO94,54.5,79.0,0.0
MO95,55.5,79.0,0.0
MO96,56.5,79.0,0.0
MO97,57.5,79.0,0.0
MO98,58.5,79.0,0.0
MO99,59.5,79.0,0.0
MP90,60.5,79.0,0.0
MP91,61.5,79.0,0.0
MP92,62.5,79.0,0.0
MP93,63.5,79.0,0.0
MP94,64.5,79.0,0.0
MP95,65.5,79.0,0.0
MP96,66.5,79.0,0.0
MP97,67.5,79.0,0.0
MP98,68.5,79.0,0.0
MP99,69.5,79.0,0.0
MQ90,70.5,79.0,0.0
MQ91,71.5,79.0,0.0
MQ92,72.5,79.0,0.0
MQ93,73.5,79.0,0.0
MQ94,74.5,79.0,0.0
MQ95,75.5,79.0,0.0
MQ96,76.5,79.0,0.0
MQ97,77.5,79.0,0.0
MQ98,78.5,79.0,0.0
MQ99,79.5,79.0,0.0
MR90,80.5,79.0,0.0
MR91,81.5,79.0,0.0
MR92,82.5,79.0,0.0
MR93,83.5,79.0,0.0
MR94,84.5,79.0,0.0
MR95,85.5,79.0,0.0
MR96,86.5,79.0,0.0
MR97,87.5,79.0,0.0
MR98,88.5,79.0,0.0
MR99,89.5,79.0,0.0
NA00,-89.5,81.0,0.0
NA01,-88.5,81.0,0.0
NA02,-87.5,81.0,0.0
NA03,-86.5,81.0,0.0
NA04,-85.5,81.0,0.0
NA05,-84.5,81.0,0.0
NA06,-83.5,81.0,0.0
NA07,-82.5,81.0,0.0
NA08,-81.5,81.0,0.0
NA09,-80.5,81.0,0.0
NB00,-79.5,81.0,0.0
NB01,-78.5,81.0,0.0
NB02,-77.5,81.0,0.0
NB03,-76.5,81.0,0.0
NB04,-75.5,81.0,0.0
NB05,-74.5,81.0,0.0
NB06,-73.5,81.0,0.0
NB07,-72.5,81.0,0.0
NB08,-71.5,81.0,0.0
NB09,-70.5,81.0,0.0
NC00,-69.5,81.0,0.0
NC01,-68.5,81.0,0.0
NC02,-67.5,81.0,0.0
NC03,-66.5,81.0,0.0
NC04,-65.5,81.0,0.0
NC05,-64.5,81.0,0.0
NC06,-63.5,81.0,0.0
NC07,-62.5,81.0,0.0
NC08,-61.5,81.0,0.0
NC09,-60.5,81.0,0.0
ND00,-59.5,81.0,0.0
ND01,-58.5,81.0,0.0
ND02,-57.5,81.0,0.0
ND03,-56.5,81.0,0.0
ND04,-55.5,81.0,0.0
ND05,-54.5,81.0,0.0
ND06,-53.5,81.0,0.0
ND07,-52.5,81.0,0.0
ND08,-51.5,81.0,0.0
ND09,-50.5,81.0,0.0
NE00,-49.5,81.0,0.0
NE01,-48.5,81.0,0.0
NE02,-47.5,81.0,0.0
NE03,-46.5,81.0,0.0
NE04,-45.5,81.0,0.0
NE05,-44.5,81.0,0.0
NE06,-43.5,81.0,0.0
NE07,-42.5,81.0,0.0
NE08,-41.5,81.0,0.0
NE09,-40.5,81.0,0.0
NF00,-39.5,81.0,0.0
NF01,-38.5,81.0,0.0
NF02,-37.5,81.0,0.0
NF03,-36.5,81.0,0.0
NF04,-35.5,81.0,0.0
NF05,-34.5,81.0,0.0
NF06,-33.5,81.0,0.0
NF07,-32.5,81.0,0.0
NF08,-31.5,81.0,0.0
NF09,-30.5,81.0,0.0
NG00,-29.5,81.0,0.0
NG01,-28.5,81.0,0.0
NG02,-27.5,81.0,0.0
NG03,-26.5,81.0,0.0
NG04,-25.5,81.0,0.0
NG05,-24.5,81.0,0.0
NG06,-23.5,81.0,0.0
NG07,-22.5,81.0,0.0
NG08,-21.5,81.0,0.0
NG09,-20.5,81.0,0.0
NH00,-19.5,81.0,0.0
NH01,-18.5,81.0,0.0
NH02,-17.5,81.0,0.0
NH03,-16.5,81.0,0.0
NH04,-15.5,81.0,0.0
NH05,-14.5,81.0,0.0
NH06,-13.5,81.0,0.0
NH07,-12.5,81.0,0.0
NH08,-11.5,81.0,0.0
NH09,-10.5,81.0,0.0
NI00,-9.5,81.0,0.0
NI01,-8.5,81.0,0.0
NI02,-7.5,81.0,0.0
NI03,-6.5,81.0,0.0
NI04,-5.5,81.0,0.0
NI05,-4.5,81.0,0.0
NI06,-3.5,81.0,0.0
NI07,-2.5,81.0,0.0
NI08,-1.5,81.0,0.0
NI09,-0.5,81.0,0.0
NJ00,0.5,81.0,0.0
NJ01,1.5,81.0,0.0
NJ02,2.5,81.0,0.0
NJ03,3.5,81.0,0.0
NJ04,4.5,81.0,0.0
NJ05,5.5,81.0,0.0
NJ06,6.5,81.0,0.0
NJ07,7.5,81.0,0.0
NJ08,8.5,81.0,0.0
NJ09,9.5,81.0,0.0
NK00,10.5,81.0,0.0
NK01,11.5,81.0,0.0
NK02,12.5,81.0,0.0
NK03,13.5,81.0,0.0
NK04,14.5,81.0,0.0
NK05,15.5,81.0,0.0
NK06,16.5,81.0,0.0
NK07,17.5,81.0,0.0
NK08,18.5,81.0,0.0
NK09,19.5,81.0,0.0
NL00,20.5,81.0,0.0
NL01,21.5,81.0,0.0
NL02,22.5,81.0,0.0
NL03,23.5,81.0,0.0
NL04,24.5,81.0,0.0
NL05,25.5,81.0,0.0
NL06,26.5,81.0,0.0
NL07,27.5,81.0,0.0
NL08,28.5,81.0,0.0
NL09,29.5,81.0,0.0
NM00,30.5,81.0,0.0
NM01,31.5,81.0,0.0
NM02,32.5,81.0,0.0
NM03,33.5,81.0,0.0
NM04,34.5,81.0,0.0
NM05,35.5,81.0,0.0
NM06,36.5,81.0,0.0
NM07,37.5,81.0,0.0
NM08,38.5,81.0,0.0
NM09,39.5,81.0,0.0
NN00,40.5,81.0,0.0
NN01,41.5,81.0,0.0
NN02,42.5,81.0,0.0
NN03,43.5,81.0,0.0
NN04,44.5,81.0,0.0
NN05,45.5,81.0,0.0
NN06,46.5,81.0,0.0
NN07,47.5,81.0,0.0
NN08,48.5,81.0,0.0
NN09,49.5,81.0,0.0
NO00,50.5,81.0,0.0
NO01,51.5,81.0,0.0
NO02,52.5,81.0,0.0
NO03,53.5,81.0,0.0
NO04,54.5,81.0,0.0
NO05,55.5,81.0,0.0
NO06,56.5,81.0,0.0
NO07,57.5,81.0,0.0
NO08,58.5,81.0,0.0
NO09,59.5,81.0,0.0
NP00,60.5,81.0,0.0
NP01,61.5,81.0,0.0
NP02,62.5,81.0,0.0
NP03,63.5,81.0,0.0
NP04,64.5,81.0,0.0
NP05,65.5,81.0,0.0
NP06,66.5,81.0,0.0
NP07,67.5,81.0,0.0
NP08,68.5,81.0,0.0
NP09,69.5,81.0,0.0
NQ00,70.5,81.0,0.0
NQ01,71.5,81.0,0.0
NQ02,72.5,81.0,0.0
NQ03,73.5,81.0,0.0
NQ04,74.5,81.0,0.0
NQ05,75.5,81.0,0.0
NQ06,76.5,81.0,0.0
NQ07,77.5,81.0,0.0
NQ08,78.5,81.0,0.0
NQ09,79.5,81.0,0.0
NR00,80.5,81.0,0.0
NR01,81.5,81.0,0.0
NR02,82.5,81.0,0.0
NR03,83.5,81.0,0.0
NR04,84.5,81.0,0.0
NR05,85.5,81.0,0.0
NR06,86.5,81.0,0.0
NR07,87.5,81.0,0.0
NR08,88.5,81.0,0.0
NR09,89.5,81.0,0.0
NA10,-89.5,83.0,0.0
NA11,-88.5,83.0,0.0
NA12,-87.5,83.0,0.0
NA13,-86.5,83.0,0.0
NA14,-85.5,83.0,0.0
NA15,-84.5,83.0,0.0
NA16,-83.5,83.0,0.0
NA17,-82.5,83.0,0.0
NA18,-81.5,83.0,0.0
NA19,-80.5,83.0,0.0
NB10,-79.5,83.0,0.0
NB11,-78.5,83.0,0.0
NB12,-77.5,83.0,0.0
NB13,-76.5,83.0,0.0
NB14,-75.5,83.0,0.0
NB15,-74.5,83.0,0.0
NB16,-73.5,83.0,0.0
NB17,-72.5,83.0,0.0
NB18,-71.5,83.0,0.0
NB19,-70.5,83.0,0.0
NC10,-69.5,83.0,0.0
NC11,-68.5,83.0,0.0
NC12,-67.5,83.0,0.0
NC13,-66.5,83.0,0.0
NC14,-65.5,83.0,0.0
NC15,-64.5,83.0,0.0
NC16,-63.5,83.0,0.0
NC17,-62.5,83.0,0.0
NC18,-61.5,83.0,0.0
NC19,-60.5,83.0,0.0
ND10,-59.5,83.0,0.0
ND11,-58.5,83.0,0.0
ND12,-57.5,83.0,0.0
ND13,-56.5,83.0,0.0
ND14,-55.5,83.0,0.0
ND15,-54.5,83.0,0.0
ND16,-53.5,83.0,0.0
ND17,-52.5,83.0,0.0
ND18,-51.5,83.0,0.0
ND19,-50.5,83.0,0.0
NE10,-49.5,83.0,0.0
NE11,-48.5,83.0,0.0
NE12,-47.5,83.0,0.0
NE13,-46.5,83.0,0.0
NE14,-45.5,83.0,0.0
NE15,-44.5,83.0,0.0
NE16,-43.5,83.0,0.0
NE17,-42.5,83.0,0.0
NE18,-41.5,83.0,0.0
NE19,-40.5,83.0,0.0
NF10,-39.5,83.0,0.0
NF11,-38.5,83.0,0.0
NF12,-37.5,83.0,0.0
NF13,-36.5,83.0,0.0
NF14,-35.5,83.0,0.0
NF15,-34.5,83.0,0.0
NF16,-33.5,83.0,0.0
NF17,-32.5,83.0,0.0
NF18,-31.5,83.0,0.0
NF19,-30.5,83.0,0.0
NG10,-29.5,83.0,0.0
NG11,-28.5,83.0,0.0
NG12,-27.5,83.0,0.0
NG13,-26.5,83.0,0.0
NG14,-25.5,83.0,0.0
NG15,-24.5,83.0,0.0
NG16,-23.5,83.0,0.0
NG17,-22.5,83.0,0.0
NG18,-21.5,83.0,0.0
NG19,-20.5,83.0,0.0
NH10,-19.5,83.0,0.0
NH11,-18.5,83.0,0.0
NH12,-17.5,83.0,0.0
NH13,-16.5,83.0,0.0
NH14,-15.5,83.0,0.0
NH15,-14.5,83.0,0.0
NH16,-13.5,83.0,0.0
NH17,-12.5,83.0,0.0
NH18,-11.5,83.0,0.0
NH19,-10.5,83.0,0.0
NI10,-9.5,83.0,0.0
NI11,-8.5,83.0,0.0
NI12,-7.5,83.0,0.0
NI13,-6.5,83.0,0.0
NI14,-5.5,83.0,0.0
NI15,-4.5,83.0,0.0
NI16,-3.5,83.0,0.0
NI17,-2.5,83.0,0.0
NI18,-1.5,83.0,0.0
NI19,-0.5,83.0,0.0
NJ10,0.5,83.0,0.0
NJ11,1.5,83.0,0.0
NJ12,2.5,83.0,0.0
NJ13,3.5,83.0,0.0
NJ14,4.5,83.0,0.0
NJ15,5.5,83.0,0.0
NJ16,6.5,83.0,0.0
NJ17,7.5,83.0,0.0
NJ18,8.5,83.0,0.0
NJ19,9.5,83.0,0.0
NK10,10.5,83.0,0.0
NK11,11.5,83.0,0.0
NK12,12.5,83.0,0.0
NK13,13.5,83.0,0.0
NK14,14.5,83.0,0.0
NK15,15.5,83.0,0.0
NK16,16.5,83.0,0.0
NK17,17.5,83.0,0.0
NK18,18.5,83.0,0.0
NK19,19.5,83.0,0.0
NL10,20.5,83.0,0.0
NL11,21.5,83.0,0.0
NL12,22.5,83.0,0.0
NL13,23.5,83.0,0.0
NL14,24.5,83.0,0.0
NL15,25.5,83.0,0.0
NL16,26.5,83.0,0.0
NL17,27.5,83.0,0.0
NL18,28.5,83.0,0.0
NL19,29.5,83.0,0.0
NM10,30.5,83.0,0.0
NM11,31.5,83.0,0.0
NM12,32.5,83.0,0.0
NM13,33.5,83.0,0.0
NM14,34.5,83.0,0.0
NM15,35.5,83.0,0.0
NM16,36.5,83.0,0.0
NM17,37.5,83.0,0.0
NM18,38.5,83.0,0.0
NM19,39.5,83.0,0.0
NN10,40.5,83.0,0.0
NN11,41.5,83.0,0.0
NN12,42.5,83.0,0.0
NN13,43.5,83.0,0.0
NN14,44.5,83.0,0.0
NN15,45.5,83.0,0.0
NN16,46.5,83.0,0.0
NN17,47.5,83.0,0.0
NN18,48.5,83.0,0.0
NN19,49.5,83.0,0.0
NO10,50.5,83.0,0.0
NO11,51.5,83.0,0.0
NO12,52.5,83.0,0.0
NO13,53.5,83.0,0.0
NO14,54.5,83.0,0.0
NO15,55.5,83.0,0.0
NO16,56.5,83.0,0.0
NO17,57.5,83.0,0.0
NO18,58.5,83.0,0.0
NO19,59.5,83.0,0.0
NP10,60.5,83.0,0.0
NP11,61.5,83.0,0.0
NP12,62.5,83.0,0.0
NP13,63.5,83.0,0.0
NP14,64.5,83.0,0.0
NP15,65.5,83.0,0.0
NP16,66.5,83.0,0.0
NP17,67.5,83.0,0.0
NP18,68.5,83.0,0.0
NP19,69.5,83.0,0.0
NQ10,70.5,83.0,0.0
NQ11,71.5,83.0,0.0
NQ12,72.5,83.0,0.0
NQ13,73.5,83.0,0.0
NQ14,74.5,83.0,0.0
NQ15,75.5,83.0,0.0
NQ16,76.5,83.0,0.0
NQ17,77.5,83.0,0.0
NQ18,78.5,83.0,0.0
NQ19,79.5,83.0,0.0
NR10,80.5,83.0,0.0
NR11,81.5,83.0,0.0
NR12,82.5,83.0,0.0
NR13,83.5,83.0,0.0
NR14,84.5,83.0,0.0
NR15,85.5,83.0,0.0
NR16,86.5,83.0,0.0
NR17,87.5,83.0,0.0
NR18,88.5,83.0,0.0
NR19,89.5,83.0,0.0
NA20,-89.5,85.0,0.0
NA21,-88.5,85.0,0.0
NA22,-87.5,85.0,0.0
NA23,-86.5,85.0,0.0
NA24,-85.5,85.0,0.0
NA25,-84.5,85.0,0.0
NA26,-83.5,85.0,0.0
NA27,-82.5,85.0,0.0
NA28,-81.5,85.0,0.0
NA29,-80.5,85.0,0.0
NB20,-79.5,85.0,0.0
NB21,-78.5,85.0,0.0
NB22,-77.5,85.0,0.0
NB23,-76.5,85.0,0.0
NB24,-75.5,85.0,0.0
NB25,-74.5,85.0,0.0
NB26,-73.5,85.0,0.0
NB27,-72.5,85.0,0.0
NB28,-71.5,85.0,0.0
NB29,-70.5,85.0,0.0
NC20,-69.5,85.0,0.0
NC21,-68.5,85.0,0.0
NC22,-67.5,85.0,0.0
NC23,-66.5,85.0,0.0
NC24,-65.5,85.0,0.0
NC25,-64.5,85.0,0.0
NC26,-63.5,85.0,0.0
NC27,-62.5,85.0,0.0
NC28,-61.5,85.0,0.0
NC29,-60.5,85.0,0.0
ND20,-59.5,85.0,0.0
ND21,-58.5,85.0,0.0
ND22,-57.5,85.0,0.0
ND23,-56.5,85.0,0.0
ND24,-55.5,85.0,0.0
ND25,-54.5,85.0,0.0
ND26,-53.5,85.0,0.0
ND27,-52.5,85.0,0.0
ND28,-51.5,85.0,0.0
ND29,-50.5,85.0,0.0
NE20,-49.5,85.0,0.0
NE21,-48.5,85.0,0.0
NE22,-47.5,85.0,0.0
NE23,-46.5,85.0,0.0
NE24,-45.5,85.0,0.0
NE25,-44.5,85.0,0.0
NE26,-43.5,85.0,0.0
NE27,-42.5,85.0,0.0
NE28,-41.5,85.0,0.0
NE29,-40.5,85.0,0.0
NF20,-39.5,85.0,0.0
NF21,-38.5,85.0,0.0
NF22,-37.5,85.0,0.0
NF23,-36.5,85.0,0.0
NF24,-35.5,85.0,0.0
NF25,-34.5,85.0,0.0
NF26,-33.5,85.0,0.0
NF27,-32.5,85.0,0.0
NF28,-31.5,85.0,0.0
NF29,-30.5,85.0,0.0
NG20,-29.5,85.0,0.0
NG21,-28.5,85.0,0.0
NG22,-27.5,85.0,0.0
NG23,-26.5,85.0,0.0
NG24,-25.5,85.0,0.0
NG25,-24.5,85.0,0.0
NG26,-23.5,85.0,0.0
NG27,-22.5,85.0,0.0
NG28,-21.5,85.0,0.0
NG29,-20.5,85.0,0.0
NH20,-19.5,85.0,0.0
NH21,-18.5,85.0,0.0
NH22,-17.5,85.0,0.0
NH23,-16.5,85.0,0.0
NH24,-15.5,85.0,0.0
NH25,-14.5,85.0,0.0
NH26,-13.5,85.0,0.0
NH27,-12.5,85.0,0.0
NH28,-11.5,85.0,0.0
NH29,-10.5,85.0,0.0
NI20,-9.5,85.0,0.0
NI21,-8.5,85.0,0.0
NI22,-7.5,85.0,0.0
NI23,-6.5,85.0,0.0
NI24,-5.5,85.0,0.0
NI25,-4.5,85.0,0.0
NI26,-3.5,85.0,0.0
NI27,-2.5,85.0,0.0
NI28,-1.5,85.0,0.0
NI29,-0.5,85.0,0.0
NJ20,0.5,85.0,0.0
NJ21,1.5,85.0,0.0
NJ22,2.5,85.0,0.0
NJ23,3.5,85.0,0.0
NJ24,4.5,85.0,0.0
NJ25,5.5,85.0,0.0
NJ26,6.5,85.0,0.0
NJ27,7.5,85.0,0.0
NJ28,8.5,85.0,0.0
NJ29,9.5,85.0,0.0
NK20,10.5,85.0,0.0
NK21,11.5,85.0,0.0
NK22,12.5,85.0,0.0
NK23,13.5,85.0,0.0
NK24,14.5,85.0,0.0
NK25,15.5,85.0,0.0
NK26,16.5,85.0,0.0
NK27,17.5,85.0,0.0
NK28,18.5,85.0,0.0
NK29,19.5,85.0,0.0
NL20,20.5,85.0,0.0
NL21,21.5,85.0,0.0
NL22,22.5,85.0,0.0
NL23,23.5,85.0,0.0
NL24,24.5,85.0,0.0
NL25,25.5,85.0,0.0
NL26,26.5,85.0,0.0
NL27,27.5,85.0,0.0
NL28,28.5,85.0,0.0
NL29,29.5,85.0,0.0
NM20,30.5,85.0,0.0
NM21,31.5,85.0,0.0
NM22,32.5,85.0,0.0
NM23,33.5,85.0,0.0
NM24,34.5,85.0,0.0
NM25,35.5,85.0,0.0
NM26,36.5,85.0,0.0
NM27,37.5,85.0,0.0
NM28,38.5,85.0,0.0
NM29,39.5,85.0,0.0
NN20,40.5,85.0,0.0
NN21,41.5,85.0,0.0
NN22,42.5,85.0,0.0
NN23,43.5,85.0,0.0
NN24,44.5,85.0,0.0
NN25,45.5,85.0,0.0
NN26,46.5,85.0,0.0
NN27,47.5,85.0,0.0
NN28,48.5,85.0,0.0
NN29,49.5,85.0,0.0
NO20,50.5,85.0,0.0
NO21,51.5,85.0,0.0
NO22,52.5,85.0,0.0
NO23,53.5,85.0,0.0
NO24,54.5,85.0,0.0
NO25,55.5,85.0,0.0
NO26,56.5,85.0,0.0
NO27,57.5,85.0,0.0
NO28,58.5,85.0,0.0
NO29,59.5,85.0,0.0
NP20,60.5,85.0,0.0
NP21,61.5,85.0,0.0
NP22,62.5,85.0,0.0
NP23,63.5,85.0,0.0
NP24,64.5,85.0,0.0
NP25,65.5,85.0,0.0
NP26,66.5,85.0,0.0
NP27,67.5,85.0,0.0
NP28,68.5,85.0,0.0
NP29,69.5,85.0,0.0
NQ20,70.5,85.0,0.0
NQ21,71.5,85.0,0.0
NQ22,72.5,85.0,0.0
NQ23,73.5,85.0,0.0
NQ24,74.5,85.0,0.0
NQ25,75.5,85.0,0.0
NQ26,76.5,85.0,0.0
NQ27,77.5,85.0,0.0
NQ28,78.5,85.0,0.0
NQ29,79.5,85.0,0.0
NR20,80.5,85.0,0.0
NR21,81.5,85.0,0.0
NR22,82.5,85.0,0.0
NR23,83.5,85.0,0.0
NR24,84.5,85.0,0.0
NR25,85.5,85.0,0.0
NR26,86.5,85.0,0.0
NR27,87.5,85.0,0.0
NR28,88.5,85.0,0.0
NR29,89.5,85.0,0.0
NA30,-89.5,87.0,0.0
NA31,-88.5,87.0,0.0
NA32,-87.5,87.0,0.0
NA33,-86.5,87.0,0.0
NA34,-85.5,87.0,0.0
NA35,-84.5,87.0,0.0
NA36,-83.5,87.0,0.0
NA37,-82.5,87.0,0.0
NA38,-81.5,87.0,0.0
NA39,-80.5,87.0,0.0
NB30,-79.5,87.0,0.0
NB31,-78.5,87.0,0.0
NB32,-77.5,87.0,0.0
NB33,-76.5,87.0,0.0
NB34,-75.5,87.0,0.0
NB35,-74.5,87.0,0.0
NB36,-73.5,87.0,0.0
NB37,-72.5,87.0,0.0
NB38,-71.5,87.0,0.0
NB39,-70.5,87.0,0.0
NC30,-69.5,87.0,0.0
NC31,-68.5,87.0,0.0
NC32,-67.5,87.0,0.0
NC33,-66.5,87.0,0.0
NC34,-65.5,87.0,0.0
NC35,-64.5,87.0,0.0
NC36,-63.5,87.0,0.0
NC37,-62.5,87.0,0.0
NC38,-61.5,87.0,0.0
NC39,-60.5,87.0,0.0
ND30,-59.5,87.0,0.0
ND31,-58.5,87.0,0.0
ND32,-57.5,87.0,0.0
ND33,-56.5,87.0,0.0
ND34,-55.5,87.0,0.0
ND35,-54.5,87.0,0.0
ND36,-53.5,87.0,0.0
ND37,-52.5,87.0,0.0
ND38,-51.5,87.0,0.0
ND39,-50.5,87.0,0.0
NE30,-49.5,87.0,0.0
NE31,-48.5,87.0,0.0
NE32,-47.5,87.0,0.0
NE33,-46.5,87.0,0.0
NE34,-45.5,87.0,0.0
NE35,-44.5,87.0,0.0
NE36,-43.5,87.0,0.0
NE37,-42.5,87.0,0.0
NE38,-41.5,87.0,0.0
NE39,-40.5,87.0,0.0
NF30,-39.5,87.0,0.0
NF31,-38.5,87.0,0.0
NF32,-37.5,87.0,0.0
NF33,-36.5,87.0,0.0
NF34,-35.5,87.0,0.0
NF35,-34.5,87.0,0.0
NF36,-33.5,87.0,0.0
NF37,-32.5,87.0,0.0
NF38,-31.5,87.0,0.0
NF39,-30.5,87.0,0.0
NG30,-29.5,87.0,0.0
NG31,-28.5,87.0,0.0
NG32,-27.5,87.0,0.0
NG33,-26.5,87.0,0.0
NG34,-25.5,87.0,0.0
NG35,-24.5,87.0,0.0
NG36,-23.5,87.0,0.0
NG37,-22.5,87.0,0.0
NG38,-21.5,87.0,0.0
NG39,-20.5,87.0,0.0
NH30,-19.5,87.0,0.0
NH31,-18.5,87.0,0.0
NH32,-17.5,87.0,0.0
NH33,-16.5,87.0,0.0
NH34,-15.5,87.0,0.0
NH35,-14.5,87.0,0.0
NH36,-13.5,87.0,0.0
NH37,-12.5,87.0,0.0
NH38,-11.5,87.0,0.0
NH39,-10.5,87.0,0.0
NI30,-9.5,87.0,0.0
NI31,-8.5,87.0,0.0
NI32,-7.5,87.0,0.0
NI33,-6.5,87.0,0.0
NI34,-5.5,87.0,0.0
NI35,-4.5,87.0,0.0
NI36,-3.5,87.0,0.0
NI37,-2.5,87.0,0.0
NI38,-1.5,87.0,0.0
NI39,-0.5,87.0,0.0
NJ30,0.5,87.0,0.0
NJ31,1.5,87.0,0.0
NJ32,2.5,87.0,0.0
NJ33,3.5,87.0,0.0
NJ34,4.5,87.0,0.0
NJ35,5.5,87.0,0.0
NJ36,6.5,87.0,0.0
NJ37,7.5,87.0,0.0
NJ38,8.5,87.0,0.0
NJ39,9.5,87.0,0.0
NK30,10.5,87.0,0.0
NK31,11.5,87.0,0.0
NK32,12.5,87.0,0.0
NK33,13.5,87.0,0.0
NK34,14.5,87.0,0.0
NK35,15.5,87.0,0.0
NK36,16.5,87.0,0.0
NK37,17.5,87.0,0.0
NK38,18.5,87.0,0.0
NK39,19.5,87.0,0.0
NL30,20.5,87.0,0.0
NL31,21.5,87.0,0.0
NL32,22.5,87.0,0.0
NL33,23.5,87.0,0.0
NL34,24.5,87.0,0.0
NL35,25.5,87.0,0.0
NL36,26.5,87.0,0.0
NL37,27.5,87.0,0.0
NL38,28.5,87.0,0.0
NL39,29.5,87.0,0.0
NM30,30.5,87.0,0.0
NM31,31.5,87.0,0.0
NM32,32.5,87.0,0.0
NM33,33.5,87.0,0.0
NM34,34.5,87.0,0.0
NM35,35.5,87.0,0.0
NM36,36.5,87.0,0.0
NM37,37.5,87.0,0.0
NM38,38.5,87.0,0.0
NM39,39.5,87.0,0.0
NN30,40.5,87.0,0.0
NN31,41.5,87.0,0.0
NN32,42.5,87.0,0.0
NN33,43.5,87.0,0.0
NN34,44.5,87.0,0.0
NN35,45.5,87.0,0.0
NN36,46.5,87.0,0.0
NN37,47.5,87.0,0.0
NN38,48.5,87.0,0.0
NN39,49.5,87.0,0.0
NO30,50.5,87.0,0.0
NO31,51.5,87.0,0.0
NO32,52.5,87.0,0.0
NO33,53.5,87.0,0.0
NO34,54.5,87.0,0.0
NO35,55.5,87.0,0.0
NO36,56.5,87.0,0.0
NO37,57.5,87.0,0.0
NO38,58.5,87.0,0.0
NO39,59.5,87.0,0.0
NP30,60.5,87.0,0.0
NP31,61.5,87.0,0.0
NP32,62.5,87.0,0.0
NP33,63.5,87.0,0.0
NP34,64.5,87.0,0.0
NP35,65.5,87.0,0.0
NP36,66.5,87.0,0.0
NP37,67.5,87.0,0.0
NP38,68.5,87.0,0.0
NP39,69.5,87.0,0.0
NQ30,70.5,87.0,0.0
NQ31,71.5,87.0,0.0
NQ32,72.5,87.0,0.0
NQ33,73.5,87.0,0.0
NQ34,74.5,87.0,0.0
NQ35,75.5,87.0,0.0
NQ36,76.5,87.0,0.0
NQ37,77.5,87.0,0.0
NQ38,78.5,87.0,0.0
NQ39,79.5,87.0,0.0
NR30,80.5,87.0,0.0
NR31,81.5,87.0,0.0
NR32,82.5,87.0,0.0
NR33,83.5,87.0,0.0
NR34,84.5,87.0,0.0
NR35,85.5,87.0,0.0
NR36,86.5,87.0,0.0
NR37,87.5,87.0,0.0
NR38,88.5,87.0,0.0
NR39,89.5,87.0,0.0
NA40,-89.5,89.0,0.0
NA41,-88.5,89.0,0.0
NA42,-87.5,89.0,0.0
NA43,-86.5,89.0,0.0
NA44,-85.5,89.0,0.0
NA45,-84.5,89.0,0.0
NA46,-83.5,89.0,0.0
NA47,-82.5,89.0,0.0
NA48,-81.5,89.0,0.0
NA49,-80.5,89.0,0.0
NB40,-79.5,89.0,0.0
NB41,-78.5,89.0,0.0
NB42,-77.5,89.0,0.0
NB43,-76.5,89.0,0.0
NB44,-75.5,89.0,0.0
NB45,-74.5,89.0,0.0
